sentence,label
"Domestic financial institutions should 
be encouraged to fund green and blue projects for 
sustainable and inclusive growth.",Monetary Policy
"Showcasing the 
consciousness of environmental protection would 
unlock several concessional financing options from 
multilateral, bilateral, and responsible private sector 
donors, which would be appealing in the country’s 
current effort to restore debt sustainability.",Fiscal Policy
"In the 
long run, innovative steps to increase environmental accountability, such as Green Gross Domestic 
Product, a GDP calculation that makes adjustments for  
environmental damage caused, need to be explored.Sustainable recovery of growth hinges 
on undertaking much needed reforms expeditiously in key areas of the economy, while benefiting from the ongoing debt restructuring 
efforts.",Fiscal Policy
"Evidence on the possible impact of debt 
restructuring on a country’s growth prospects in 
the post-debt restructuring period is mixed.",Monetary Policy
"The process of debt restructuring can be associated with negative economic effects, such as worsening investor and business confidence, lack of access to commercial credit, higher borrowing costs associated with low sovereign rating, and reduced government spending.",Monetary Policy
"However, debt restructuring can help to reduce government borrowing in the medium term and increase the availability of credit for private sector investment, which can have a 
positive growth impact.",Monetary Policy
"Economic growth remains 
a major factor in the post-debt restructuring period 
as it affects the ability of a country to pay its debt 
obligations, even after restructuring.",GDP Growth
"When a 
country fails to revive its economic growth, it may 
be more difficult for it to meet its debt obligations 
and to sustain the benefits of debt reprofiling without falling into similar debt unsustainability issues in  
the post-restructuring period.",GDP Growth
"The economic performance of a country during the post-debt restructuring period could fall below its potential due to several factors: unfavourable economic conditions, which could be due to both external or domestic growth impediments; implementation challenges, where reaching agreements with creditors or successfully implementing the re-profiling could be difficult; insufficient policy measures, in particular, those aimed at supporting growth failing to have the desired impact; and political instability, the possibility of which could be high during a debt crisis, and in turn could undermine investor confidence.",Unemployment
"There are several examples of countries that have implemented policies to support growth after a sovereign debt restructuring, with varying degrees of success.",GDP Growth
